sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,configurable_variations,configurable_variation_prices,configurable_variation_labels,additional_images
VT12-LL-M,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Jillian Top,"<p>The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.  </p><p>Features:</p><ul><li>Crewneck</li><li>Capped sleeve</li><li>Sits on the hips</li><li>Longer back hemline</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,58,46,2/1/17,8/27/19,Jillian-Top,Jillian Top,"Jillian Top,Fashion Tops","The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.   Features: Crewneck. Capped sleeve. Sits on the h",/v/t/vt12-ll_main.jpg,Main,/v/t/vt12-ll_main.jpg,Main,/v/t/vt12-ll_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lilac,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Cotton|Acrylic|Wool,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT12-LL-L,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Jillian Top,"<p>The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.  </p><p>Features:</p><ul><li>Crewneck</li><li>Capped sleeve</li><li>Sits on the hips</li><li>Longer back hemline</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,58,46,2/1/17,8/27/19,Jillian-Top,Jillian Top,"Jillian Top,Fashion Tops","The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.   Features: Crewneck. Capped sleeve. Sits on the h",/v/t/vt12-ll_main.jpg,Main,/v/t/vt12-ll_main.jpg,Main,/v/t/vt12-ll_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lilac,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Cotton|Acrylic|Wool,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT12-KH-XS,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Jillian Top,"<p>The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.  </p><p>Features:</p><ul><li>Crewneck</li><li>Capped sleeve</li><li>Sits on the hips</li><li>Longer back hemline</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,58,46,2/1/17,8/27/19,Jillian-Top,Jillian Top,"Jillian Top,Fashion Tops","The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.   Features: Crewneck. Capped sleeve. Sits on the h",/v/t/vt12-kh_main.jpg,Main,/v/t/vt12-kh_main.jpg,Main,/v/t/vt12-kh_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Khaki,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Cotton|Acrylic|Wool,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT12-KH-S,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Jillian Top,"<p>The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.  </p><p>Features:</p><ul><li>Crewneck</li><li>Capped sleeve</li><li>Sits on the hips</li><li>Longer back hemline</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,58,46,2/1/17,8/27/19,Jillian-Top,Jillian Top,"Jillian Top,Fashion Tops","The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.   Features: Crewneck. Capped sleeve. Sits on the h",/v/t/vt12-kh_main.jpg,Main,/v/t/vt12-kh_main.jpg,Main,/v/t/vt12-kh_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Khaki,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Cotton|Acrylic|Wool,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT12-KH-M,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Jillian Top,"<p>The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.  </p><p>Features:</p><ul><li>Crewneck</li><li>Capped sleeve</li><li>Sits on the hips</li><li>Longer back hemline</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,58,46,2/1/17,8/27/19,Jillian-Top,Jillian Top,"Jillian Top,Fashion Tops","The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.   Features: Crewneck. Capped sleeve. Sits on the h",/v/t/vt12-kh_main.jpg,Main,/v/t/vt12-kh_main.jpg,Main,/v/t/vt12-kh_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Khaki,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Cotton|Acrylic|Wool,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT12-KH-L,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Jillian Top,"<p>The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.  </p><p>Features:</p><ul><li>Crewneck</li><li>Capped sleeve</li><li>Sits on the hips</li><li>Longer back hemline</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,58,46,2/1/17,8/27/19,Jillian-Top,Jillian Top,"Jillian Top,Fashion Tops","The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.   Features: Crewneck. Capped sleeve. Sits on the h",/v/t/vt12-kh_main.jpg,Main,/v/t/vt12-kh_main.jpg,Main,/v/t/vt12-kh_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Khaki,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Cotton|Acrylic|Wool,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT11-RN-XS,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Valeria Two-Layer Tank,"<p>The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition. </p><p>Features:</p><ul><li>Scoop neck</li><li>Sleeveless</li><li>Sits below the hips</li><li>Two layers</li><li>Machine wash, tumble dry low</li></ul>",,1,1,Taxable Goods,Not Visible Individually,68,,,,Valeria-Two-Layer-Tank,Valeria Two-Layer Tank,"Valeria Two-Layer Tank,Fashion Tops","The Jillian Top takes a wardrobe essential and kicks it up a notch with soft, heathered material and lace detail. Next time you feel like wearing a t-shirt, grab this instead. Comfort can look this good.   Features: Crewneck. Capped sleeve. Sits on the h",/v/t/vt11-rn_main.jpg,Main,/v/t/vt11-rn_main.jpg,Main,/v/t/vt11-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Sleeveless|Scoopneck,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT11-RN-S,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Valeria Two-Layer Tank,"<p>The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition. </p><p>Features:</p><ul><li>Scoop neck</li><li>Sleeveless</li><li>Sits below the hips</li><li>Two layers</li><li>Machine wash, tumble dry low</li></ul>",,1,1,Taxable Goods,Not Visible Individually,68,,,,Valeria-Two-Layer-Tank,Valeria Two-Layer Tank,"Valeria Two-Layer Tank,Fashion Tops",The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition.  Features: Scoop neck. Sleeveless. Sits below the hips,/v/t/vt11-rn_main.jpg,Main,/v/t/vt11-rn_main.jpg,Main,/v/t/vt11-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=Sleeveless|Scoopneck,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT11-RN-M,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Valeria Two-Layer Tank,"<p>The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition. </p><p>Features:</p><ul><li>Scoop neck</li><li>Sleeveless</li><li>Sits below the hips</li><li>Two layers</li><li>Machine wash, tumble dry low</li></ul>",,1,1,Taxable Goods,Not Visible Individually,68,,,,Valeria-Two-Layer-Tank,Valeria Two-Layer Tank,"Valeria Two-Layer Tank,Fashion Tops",The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition.  Features: Scoop neck. Sleeveless. Sits below the hips,/v/t/vt11-rn_main.jpg,Main,/v/t/vt11-rn_main.jpg,Main,/v/t/vt11-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=Sleeveless|Scoopneck,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT11-RN-L,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Valeria Two-Layer Tank,"<p>The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition. </p><p>Features:</p><ul><li>Scoop neck</li><li>Sleeveless</li><li>Sits below the hips</li><li>Two layers</li><li>Machine wash, tumble dry low</li></ul>",,1,1,Taxable Goods,Not Visible Individually,68,,,,Valeria-Two-Layer-Tank,Valeria Two-Layer Tank,"Valeria Two-Layer Tank,Fashion Tops",The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition.  Features: Scoop neck. Sleeveless. Sits below the hips,/v/t/vt11-rn_main.jpg,Main,/v/t/vt11-rn_main.jpg,Main,/v/t/vt11-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Rain,fashion_style=Sleeveless|Scoopneck,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VT11-MT-XS,,Fashion Tops,simple,Default Category/Tops/Blouses & Shirts,base,Valeria Two-Layer Tank,"<p>The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition. </p><p>Features:</p><ul><li>Scoop neck</li><li>Sleeveless</li><li>Sits below the hips</li><li>Two layers</li><li>Machine wash, tumble dry low</li></ul>",,1,1,Taxable Goods,Not Visible Individually,68,,,,Valeria-Two-Layer-Tank,Valeria Two-Layer Tank,"Valeria Two-Layer Tank,Fashion Tops",The Valeria Tank features two layers of possibility. The loose fit flatters without impacting comfort and the tiered material hangs beautifully. Wear alone or add a belt for a little more definition.  Features: Scoop neck. Sleeveless. Sits below the hips,/v/t/vt11-mt_main.jpg,Main,/v/t/vt11-mt_main.jpg,Main,/v/t/vt11-mt_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Mint,fashion_style=Sleeveless|Scoopneck,has_video=No,fashion_material=Cotton|Viscose,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
